"RFXT022.Code.or.Value","RFXT022.Value.Description","RFXT022.Count","RFXT022.Cumulative","RFXT022.Skip.to.Item"
"177 to 186","Range of Values",51071,51071,NA
".","Missing",5,51076,NA
