"AUXLR170.Code.or.Value","AUXLR170.Value.Description","AUXLR170.Count","AUXLR170.Cumulative","AUXLR170.Skip.to.Item"
"-14 to 48","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
