"TYXP149.Code.or.Value","TYXP149.Value.Description","TYXP149.Count","TYXP149.Cumulative","TYXP149.Skip.to.Item"
"-297 to 19","Range of Values",6435,6435,NA
".","Missing",2034,8469,NA
