"PAQ670.Code.or.Value","PAQ670.Value.Description","PAQ670.Count","PAQ670.Cumulative","PAQ670.Skip.to.Item"
"1 to 7","Range of Values",2305,2305,NA
"77","Refused",0,2305,NA
"99","Don't know",3,2308,NA
".","Missing",3548,5856,NA
