"LBD170LC.Code.or.Value","LBD170LC.Value.Description","LBD170LC.Count","LBD170LC.Cumulative","LBD170LC.Skip.to.Item"
"0","At or above the detection limit",221,221,NA
"1","Below lower detection limit",26,247,NA
".","Missing",0,247,NA
