"AUXRR266.Code.or.Value","AUXRR266.Value.Description","AUXRR266.Count","AUXRR266.Cumulative","AUXRR266.Skip.to.Item"
"-13 to 133","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
