"LBD180LC.Code.or.Value","LBD180LC.Value.Description","LBD180LC.Count","LBD180LC.Cumulative","LBD180LC.Skip.to.Item"
"0","At or above the detection limit",245,245,NA
"1","Below lower detection limit",2,247,NA
".","Missing",0,247,NA
