"VIQ211.Code.or.Value","VIQ211.Value.Description","VIQ211.Count","VIQ211.Cumulative","VIQ211.Skip.to.Item"
"1","Right",55,55,NA
"2","Left",55,110,NA
"3","Both",225,335,NA
"9","Don't know",3,338,NA
".","Missing",6420,6758,NA
