"ORXH71.Code.or.Value","ORXH71.Value.Description","ORXH71.Count","ORXH71.Cumulative","ORXH71.Skip.to.Item"
"1","Positive",9,9,NA
"2","Negative",4838,4847,NA
"3","Not evaluated",455,5302,NA
".","Missing",0,5302,NA
