"CIQD040.Code.or.Value","CIQD040.Value.Description","CIQD040.Count","CIQD040.Cumulative","CIQD040.Skip.to.Item"
"1","Yes",3,3,NA
"2","No",36,39,NA
"7","Refuse",0,39,NA
"9","Don't know",2,41,NA
".","Missing",887,928,NA
