"AUXRR134.Code.or.Value","AUXRR134.Value.Description","AUXRR134.Count","AUXRR134.Cumulative","AUXRR134.Skip.to.Item"
"-45 to 63","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
