"PAQ740.Code.or.Value","PAQ740.Value.Description","PAQ740.Count","PAQ740.Cumulative","PAQ740.Skip.to.Item"
"1","Yes",320,320,""
"2","No",353,673,"PAQ744"
"7","Refused",0,673,"PAQ744"
"9","Don't know",6,679,"PAQ744"
".","Missing",8805,9484,""
