"RFXC002.Code.or.Value","RFXC002.Value.Description","RFXC002.Count","RFXC002.Cumulative","RFXC002.Skip.to.Item"
"-1.286 to 0.641","Range of Values",51076,51076,NA
".","Missing",0,51076,NA
