"SMQ145.Code.or.Value","SMQ145.Value.Description","SMQ145.Count","SMQ145.Cumulative","SMQ145.Skip.to.Item"
"5 to 48","Range of Values",5,5,NA
"77777","Refused",0,5,NA
"99999","Don't know",1,6,NA
".","Missing",5405,5411,NA
