"TYXP087.Code.or.Value","TYXP087.Value.Description","TYXP087.Count","TYXP087.Cumulative","TYXP087.Skip.to.Item"
"-235 to 100","Range of Values",8465,8465,NA
".","Missing",4,8469,NA
