"RHQ510.Code.or.Value","RHQ510.Value.Description","RHQ510.Count","RHQ510.Cumulative","RHQ510.Skip.to.Item"
"1","Yes",325,325,""
"2","No",3092,3417,"RHQ535"
"7","Refused",0,3417,"RHQ535"
"9","Don't know",3,3420,"RHQ535"
".","Missing",445,3865,""
