"TYXA150.Code.or.Value","TYXA150.Value.Description","TYXA150.Count","TYXA150.Cumulative","TYXA150.Skip.to.Item"
"0.09 to 6.712","Range of Values",6435,6435,NA
".","Missing",2034,8469,NA
