"OHQ880.Code.or.Value","OHQ880.Value.Description","OHQ880.Count","OHQ880.Cumulative","OHQ880.Skip.to.Item"
"1","Yes",843,843,""
"2","No",3871,4714,"End of Section"
"7","Refused",2,4716,"End of Section"
"9","Don't know",27,4743,"End of Section"
".","Missing",4832,9575,""
