"FSD451.Code.or.Value","FSD451.Value.Description","FSD451.Count","FSD451.Cumulative","FSD451.Skip.to.Item"
"1","Ever",120,120,NA
"2","Never",868,988,NA
"7","Refused",1,989,NA
"9","Don't know",3,992,NA
".","Missing",9356,10348,NA
