"LBD187LC.Code.or.Value","LBD187LC.Value.Description","LBD187LC.Count","LBD187LC.Cumulative","LBD187LC.Skip.to.Item"
"0","At or above the detection limit",275,275,NA
"1","Below lower detection limit",5,280,NA
".","Missing",4,284,NA
