"SXQ280.Code.or.Value","SXQ280.Value.Description","SXQ280.Count","SXQ280.Cumulative","SXQ280.Skip.to.Item"
"1","Circumcised",1013,1013,NA
"2","Uncircumcised",329,1342,NA
"7","Refused",4,1346,NA
"9","Don't know",16,1362,NA
".","Missing",1923,3285,NA
