"CIQP57.Code.or.Value","CIQP57.Value.Description","CIQP57.Count","CIQP57.Cumulative","CIQP57.Skip.to.Item"
"1","Yes",2,2,NA
"2","No",3,5,NA
"7","Refused",0,5,NA
"9","Don't know",0,5,NA
".","Missing",845,850,NA
