"AUXRR278.Code.or.Value","AUXRR278.Value.Description","AUXRR278.Count","AUXRR278.Cumulative","AUXRR278.Skip.to.Item"
"-34 to 114","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
