"DBQ700.Code.or.Value","DBQ700.Value.Description","DBQ700.Count","DBQ700.Cumulative","DBQ700.Skip.to.Item"
"1","Excellent",546,546,NA
"2","Very good",1350,1896,NA
"3","Good",2743,4639,NA
"4","Fair",1482,6121,NA
"5","Poor",342,6463,NA
"7","Refused",0,6463,NA
"9","Don't know",1,6464,NA
".","Missing",3711,10175,NA
