"KIQ042.Code.or.Value","KIQ042.Value.Description","KIQ042.Count","KIQ042.Cumulative","KIQ042.Skip.to.Item"
"1","Yes",1276,1276,""
"2","No",3937,5213,"KIQ044"
"7","Refused",2,5215,"KIQ044"
"9","Don't know",13,5228,"KIQ044"
".","Missing",707,5935,""
