"CIQG02.Code.or.Value","CIQG02.Value.Description","CIQG02.Count","CIQG02.Cumulative","CIQG02.Skip.to.Item"
"1","Yes",36,36,NA
"2","No",99,135,NA
"7","Refused",0,135,NA
"9","Don't know",0,135,NA
".","Missing",643,778,NA
