"AUXLR127.Code.or.Value","AUXLR127.Value.Description","AUXLR127.Count","AUXLR127.Cumulative","AUXLR127.Skip.to.Item"
"-24 to 43","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
