"ORXH64.Code.or.Value","ORXH64.Value.Description","ORXH64.Count","ORXH64.Cumulative","ORXH64.Skip.to.Item"
"1","Positive",1,1,NA
"2","Negative",4409,4410,NA
"3","Not evaluated",386,4796,NA
".","Missing",0,4796,NA
