"TYXP082.Code.or.Value","TYXP082.Value.Description","TYXP082.Count","TYXP082.Cumulative","TYXP082.Skip.to.Item"
"-209 to 104","Range of Values",8465,8465,NA
".","Missing",4,8469,NA
