"AUXLR280.Code.or.Value","AUXLR280.Value.Description","AUXLR280.Count","AUXLR280.Cumulative","AUXLR280.Skip.to.Item"
"-13 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
