"AUXLR182.Code.or.Value","AUXLR182.Value.Description","AUXLR182.Count","AUXLR182.Cumulative","AUXLR182.Skip.to.Item"
"-17 to 54","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
