"WBXF026.Code.or.Value","WBXF026.Value.Description","WBXF026.Count","WBXF026.Cumulative","WBXF026.Skip.to.Item"
"771.1054 to 771.1054","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
