"WBXA061.Code.or.Value","WBXA061.Value.Description","WBXA061.Count","WBXA061.Cumulative","WBXA061.Skip.to.Item"
"-2.4299 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
