"RHQ320.Code.or.Value","RHQ320.Value.Description","RHQ320.Count","RHQ320.Cumulative","RHQ320.Skip.to.Item"
"1","Same time",255,255,""
"2","Different times",19,274,"RHQ340"
"7","Refused",0,274,"RHQ345"
"9","Don't know",0,274,"RHQ345"
".","Missing",3591,3865,""
