"TYXA066.Code.or.Value","TYXA066.Value.Description","TYXA066.Count","TYXA066.Cumulative","TYXA066.Skip.to.Item"
"0.229 to 8.89","Range of Values",8466,8466,NA
".","Missing",3,8469,NA
