"AUXRR267.Code.or.Value","AUXRR267.Value.Description","AUXRR267.Count","AUXRR267.Cumulative","AUXRR267.Skip.to.Item"
"-84 to 66","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
