"AUXRR160.Code.or.Value","AUXRR160.Value.Description","AUXRR160.Count","AUXRR160.Cumulative","AUXRR160.Skip.to.Item"
"-22 to 56","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
