"AUXRR178.Code.or.Value","AUXRR178.Value.Description","AUXRR178.Count","AUXRR178.Cumulative","AUXRR178.Skip.to.Item"
"-8 to 37","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
