"OCQ340.Code.or.Value","OCQ340.Value.Description","OCQ340.Count","OCQ340.Cumulative","OCQ340.Skip.to.Item"
"1","Yes",908,908,""
"2","No",2224,3132,"OCQ390G"
"7","Refused",0,3132,"OCQ390G"
"9","Don't know",0,3132,"OCQ390G"
".","Missing",4163,7295,""
