"AUDTYR51.Code.or.Value","AUDTYR51.Value.Description","AUDTYR51.Count","AUDTYR51.Cumulative","AUDTYR51.Skip.to.Item"
"0 to 3.41","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
