"TYXA170.Code.or.Value","TYXA170.Value.Description","TYXA170.Count","TYXA170.Cumulative","TYXA170.Skip.to.Item"
"0.09 to 6.709","Range of Values",3521,3521,NA
".","Missing",4948,8469,NA
