"AUXRR155.Code.or.Value","AUXRR155.Value.Description","AUXRR155.Count","AUXRR155.Cumulative","AUXRR155.Skip.to.Item"
"-18 to 62","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
