"RFXT009.Code.or.Value","RFXT009.Value.Description","RFXT009.Count","RFXT009.Cumulative","RFXT009.Skip.to.Item"
"62 to 71","Range of Values",51075,51075,NA
".","Missing",1,51076,NA
