"RFXT139.Code.or.Value","RFXT139.Value.Description","RFXT139.Count","RFXT139.Cumulative","RFXT139.Skip.to.Item"
"1212 to 1220","Range of Values",33675,33675,NA
".","Missing",46,33721,NA
