"RHQ370.Code.or.Value","RHQ370.Value.Description","RHQ370.Count","RHQ370.Cumulative","RHQ370.Skip.to.Item"
"15 to 49","Range of Values",84,84,NA
"777","Refused",0,84,NA
"999","Don't know",0,84,NA
".","Missing",3480,3564,NA
