"FSD102.Code.or.Value","FSD102.Value.Description","FSD102.Count","FSD102.Cumulative","FSD102.Skip.to.Item"
"1","Almost every month,",98,98,NA
"2","Some months but not every month, or",186,284,NA
"3","Only 1 or 2 months?",94,378,NA
"7","Refused",0,378,NA
"9","Don't know",0,378,NA
".","Missing",10159,10537,NA
