"AUDTYL73.Code.or.Value","AUDTYL73.Value.Description","AUDTYL73.Count","AUDTYL73.Cumulative","AUDTYL73.Skip.to.Item"
"0 to 1","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
