"RFXT110.Code.or.Value","RFXT110.Value.Description","RFXT110.Count","RFXT110.Cumulative","RFXT110.Skip.to.Item"
"955 to 964","Range of Values",51059,51059,NA
".","Missing",17,51076,NA
