"AUXRR124.Code.or.Value","AUXRR124.Value.Description","AUXRR124.Count","AUXRR124.Cumulative","AUXRR124.Skip.to.Item"
"-24 to 45","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
