"CIQD051.Code.or.Value","CIQD051.Value.Description","CIQD051.Count","CIQD051.Cumulative","CIQD051.Skip.to.Item"
"2 to 52","Range of Values",111,111,NA
"77","Refuse",0,111,NA
"99","Don't know",3,114,NA
".","Missing",736,850,NA
