"CIQD071.Code.or.Value","CIQD071.Value.Description","CIQD071.Count","CIQD071.Cumulative","CIQD071.Skip.to.Item"
"14 to 210","Range of Values",16,16,NA
"7777","Refuse",0,16,NA
"9999","Don't know",0,16,NA
".","Missing",912,928,NA
