"SMQ849.Code.or.Value","SMQ849.Value.Description","SMQ849.Count","SMQ849.Cumulative","SMQ849.Skip.to.Item"
"1 to 5","Range of Values",90,90,NA
"7","Refused",0,90,NA
"9","Don't know",0,90,NA
".","Missing",6654,6744,NA
