"FSD146.Code.or.Value","FSD146.Value.Description","FSD146.Count","FSD146.Cumulative","FSD146.Skip.to.Item"
"1","Yes",34,34,NA
"2","No",1003,1037,NA
"7","Refused",0,1037,NA
"9","Don't know",4,1041,NA
".","Missing",9108,10149,NA
