"TYXP056.Code.or.Value","TYXP056.Value.Description","TYXP056.Count","TYXP056.Cumulative","TYXP056.Skip.to.Item"
"-134 to 147","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
