"RHQ360.Code.or.Value","RHQ360.Value.Description","RHQ360.Count","RHQ360.Cumulative","RHQ360.Skip.to.Item"
"1","Yes",108,108,""
"2","No",1378,1486,"RHQ380"
"7","Refused",0,1486,"RHQ380"
"9","Don't know",2,1488,"RHQ380"
".","Missing",2377,3865,""
