"AUXLR216.Code.or.Value","AUXLR216.Value.Description","AUXLR216.Count","AUXLR216.Cumulative","AUXLR216.Skip.to.Item"
"-28 to 58","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
