"PAQ722.Code.or.Value","PAQ722.Value.Description","PAQ722.Count","PAQ722.Cumulative","PAQ722.Skip.to.Item"
"1","Yes",2186,2186,""
"2","No",520,2706,"PAQ731"
"7","Refused",0,2706,"PAQ731"
"9","Don't know",1,2707,"PAQ731"
".","Missing",6777,9484,""
