"RHQ151.Code.or.Value","RHQ151.Value.Description","RHQ151.Count","RHQ151.Cumulative","RHQ151.Skip.to.Item"
"1 to 9","Range of Values",270,270,NA
"77","Refused",0,270,NA
"99","Don't know",0,270,NA
".","Missing",3595,3865,NA
