"SXQ130.Code.or.Value","SXQ130.Value.Description","SXQ130.Count","SXQ130.Cumulative","SXQ130.Skip.to.Item"
"0 to 100","Range of Values",1322,1322,NA
"77777","Refused",1,1323,NA
"99999","Don't know",3,1326,NA
".","Missing",1666,2992,NA
