"DIQ170.Code.or.Value","DIQ170.Value.Description","DIQ170.Count","DIQ170.Cumulative","DIQ170.Skip.to.Item"
"1","Yes",735,735,NA
"2","No",5655,6390,NA
"7","Refused",0,6390,NA
"9","Don't know",14,6404,NA
".","Missing",3262,9666,NA
