"TYXA231.Code.or.Value","TYXA231.Value.Description","TYXA231.Count","TYXA231.Cumulative","TYXA231.Skip.to.Item"
"0.256 to 3.886","Range of Values",119,119,NA
".","Missing",5466,5585,NA
