"FSD180.Code.or.Value","FSD180.Value.Description","FSD180.Count","FSD180.Cumulative","FSD180.Skip.to.Item"
"1","Yes",697,697,""
"2","No",799,1496,"FSD655"
"7","Refused",0,1496,"FSD655"
"9","Don't know",8,1504,"FSD655"
".","Missing",8461,9965,""
