"SXQ100.Code.or.Value","SXQ100.Value.Description","SXQ100.Count","SXQ100.Cumulative","SXQ100.Skip.to.Item"
"0 to 999","Range of Values",1318,1318,NA
"77777","Refused",11,1329,NA
"99999","Don't know",4,1333,NA
".","Missing",1505,2838,NA
