"FSD190.Code.or.Value","FSD190.Value.Description","FSD190.Count","FSD190.Cumulative","FSD190.Skip.to.Item"
"1 to 12","Range of Values",547,547,NA
"77","Refused",0,547,NA
"99","Don't know",3,550,NA
".","Missing",9415,9965,NA
